	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_1	20	transcriptional repressor RbsR	987	2.42E-236	99.94	5	P:GO:0010628; P:GO:0045893; F:GO:0000987; F:GO:0001216; F:GO:1901363	P:positive regulation of gene expression; P:positive regulation of DNA-templated transcription; F:cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription activator activity; F:heterocyclic compound binding			G3DSA:1.10.260.40:FF:000002 (FUNFAM); G3DSA:3.40.50.2300 (GENE3D); IPR010982 (G3DSA:1.10.260.GENE3D); NF007743 (NCBIFAM); IPR000843 (PFAM); G3DSA:3.40.50.2300 (GENE3D); IPR046335 (PFAM); PTHR30146 (PANTHER); IPR000843 (PROSITE_PROFILES); cd06275 (CDD); IPR000843 (CDD); IPR028082 (SUPERFAMILY); IPR010982 (SUPERFAMILY)	P:GO:0006355; F:GO:0000976; F:GO:0003677; F:GO:0003700	P:regulation of DNA-templated transcription; F:transcription cis-regulatory region binding; F:DNA binding; F:DNA-binding transcription factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_2	20	MULTISPECIES: ribokinase	927	4.2E-211	99.85	6	P:GO:0019303; P:GO:0046835; F:GO:0004747; F:GO:0005524; F:GO:0046872; C:GO:0005829	P:D-ribose catabolic process; P:carbohydrate phosphorylation; F:ribokinase activity; F:ATP binding; F:metal ion binding; C:cytosol	EC:2.7.1; EC:2.7.1.15; EC:2.7; EC:2	Transferring phosphorus-containing groups; ribokinase; Transferring phosphorus-containing groups; Transferases	IPR002139 (PRINTS); G3DSA:3.40.1190.20:FF:000012 (FUNFAM); NF008353 (NCBIFAM); IPR029056 (G3DSA:3.40.1190.GENE3D); IPR011877 (NCBIFAM); IPR011611 (PFAM); PTHR10584 (PANTHER); IPR011877 (HAMAP); IPR001763 (PROSITE_PROFILES); IPR011877 (CDD); IPR029056 (SUPERFAMILY)	P:GO:0006014; F:GO:0004747; F:GO:0016301; C:GO:0005829	P:D-ribose metabolic process; F:ribokinase activity; F:kinase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_3	20	MULTISPECIES: ribose ABC transporter substrate-binding protein RbsB	879	2.97E-190	98.56	6	P:GO:0015752; P:GO:0050918; F:GO:0015145; F:GO:0048029; C:GO:0005886; C:GO:0030288	P:D-ribose transmembrane transport; P:positive chemotaxis; F:monosaccharide transmembrane transporter activity; F:monosaccharide binding; C:plasma membrane; C:outer membrane-bounded periplasmic space			G3DSA:3.40.50.2300:FF:000036 (FUNFAM); NF007936 (NCBIFAM); G3DSA:3.40.50.2300 (GENE3D); G3DSA:3.40.50.2300 (GENE3D); IPR025997 (PFAM); PTHR46847 (PANTHER); cd06323 (CDD); IPR028082 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_4	20	MULTISPECIES: ribose ABC transporter permease	969	2.85E-200	99.52	4	P:GO:0015752; F:GO:0015591; C:GO:0043190; C:GO:1904949	P:D-ribose transmembrane transport; F:D-ribose transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; C:ATPase complex			NF007067 (NCBIFAM); IPR001851 (PFAM); PTHR32196 (PANTHER); cd06579 (CDD)	P:GO:0055085; F:GO:0022857; C:GO:0005886; C:GO:0016020	P:transmembrane transport; F:transmembrane transporter activity; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_5	20	ribose ABC transporter ATP-binding protein RbsA	1506	0.0	99.71	6	P:GO:0015752; F:GO:0005524; F:GO:0015611; F:GO:0016887; C:GO:0043190; C:GO:1904949	P:D-ribose transmembrane transport; F:ATP binding; F:ABC-type D-ribose transporter activity; F:ATP hydrolysis activity; C:ATP-binding cassette (ABC) transporter complex; C:ATPase complex	EC:7.5.2.7; EC:7.2.2; EC:3.6.1.15; EC:3.6.3.17; EC:7.5.2; EC:3.6.1; EC:3.6; EC:3; EC:7	ABC-type D-ribose transporter; Catalysing the translocation of inorganic cations; nucleoside-triphosphate phosphatase; Acting on acid anhydrides; Catalysing the translocation carbohydrates and their derivatives; Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; Translocases	G3DSA:3.40.50.300:FF:000127 (FUNFAM); G3DSA:3.40.50.300:FF:000126 (FUNFAM); IPR027417 (G3DSA:3.40.50.GENE3D); NF008030 (NCBIFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); IPR003439 (PFAM); PIRSR006809-1 (PIRSR); PIRSR006809-2 (PIRSR); IPR050107 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03215 (CDD); cd03216 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_6	20	D-ribose pyranase	420	2.41E-88	98.42	9	P:GO:0015752; P:GO:0019303; F:GO:0015611; F:GO:0016872; F:GO:0016887; F:GO:0042802; F:GO:0048029; F:GO:0062193; C:GO:0005829	P:D-ribose transmembrane transport; P:D-ribose catabolic process; F:ABC-type D-ribose transporter activity; F:intramolecular lyase activity; F:ATP hydrolysis activity; F:identical protein binding; F:monosaccharide binding; F:D-ribose pyranase activity; C:cytosol	EC:7.5.2.7; EC:7.2.2; EC:3.6.1.15; EC:7.5.2; EC:5.5.1; EC:3.6.1; EC:5.4; EC:3.6; EC:3; EC:5; EC:5.4.99.62; EC:7	ABC-type D-ribose transporter; Catalysing the translocation of inorganic cations; nucleoside-triphosphate phosphatase; Catalysing the translocation carbohydrates and their derivatives; Intramolecular lyases; Acting on acid anhydrides; Intramolecular transferases; Acting on acid anhydrides; Hydrolases; Isomerases; D-ribose pyranase; Translocases	G3DSA:3.40.1650.10:FF:000002 (FUNFAM); IPR023750 (G3DSA:3.40.1650.GENE3D); IPR007721 (PFAM); NF008761 (NCBIFAM); IPR023064 (PANTHER); IPR023064 (HAMAP); IPR023750 (SUPERFAMILY)	P:GO:0005996; P:GO:0019303; F:GO:0016853; F:GO:0016866; F:GO:0016872; F:GO:0048029; C:GO:0005829	P:monosaccharide metabolic process; P:D-ribose catabolic process; F:isomerase activity; F:intramolecular transferase activity; F:intramolecular lyase activity; F:monosaccharide binding; C:cytosol
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_7	20	YgiW/YdeI family stress tolerance OB fold protein	396	2.57E-86	99.31	6	P:GO:0044011; P:GO:0070301; P:GO:0071236; P:GO:0071276; P:GO:0071466; P:GO:0097237	P:single-species biofilm formation on inanimate substrate; P:cellular response to hydrogen peroxide; P:cellular response to antibiotic; P:cellular response to cadmium ion; P:cellular response to xenobiotic stimulus; P:cellular response to toxic substance			IPR016052 (NCBIFAM); IPR036700 (G3DSA:2.40.50.GENE3D); IPR005220 (PFAM); NF033674 (NCBIFAM); IPR052401 (PANTHER); IPR036700 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_8	20	response regulator	663	2.71E-154	98.8	7	P:GO:0000160; P:GO:0006355; P:GO:0010038; F:GO:0000156; F:GO:0000976; C:GO:0005829; C:GO:0032993	P:phosphorelay signal transduction system; P:regulation of DNA-templated transcription; P:response to metal ion; F:phosphorelay response regulator activity; F:transcription cis-regulatory region binding; C:cytosol; C:protein-DNA complex			G3DSA:3.40.50.2300:FF:000002 (FUNFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR001789 (PFAM); G3DSA:3.40.50.2300 (GENE3D); G3DSA:6.10.250.690 (GENE3D); NF007663 (NCBIFAM); IPR001867 (PFAM); PIRSR026389-4 (PIRSR); PIRSR002937-1 (PIRSR); IPR039420 (PANTHER); IPR001867 (PROSITE_PROFILES); IPR001789 (PROSITE_PROFILES); cd17624 (CDD); IPR001867 (CDD); IPR011006 (SUPERFAMILY)	P:GO:0000160; P:GO:0006355; F:GO:0000156; F:GO:0000976; F:GO:0003677; C:GO:0005829; C:GO:0032993	P:phosphorelay signal transduction system; P:regulation of DNA-templated transcription; F:phosphorelay response regulator activity; F:transcription cis-regulatory region binding; F:DNA binding; C:cytosol; C:protein-DNA complex
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_9	20	two-component system sensor histidine kinase QseC	1359	0.0	98.5	3	P:GO:0000160; F:GO:0000155; C:GO:0005886	P:phosphorelay signal transduction system; F:phosphorelay sensor kinase activity; C:plasma membrane	EC:2.7.1; EC:2.7; EC:2.7.3; EC:2; EC:2.7.13.3	Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferases; histidine kinase	G3DSA:1.10.287.130:FF:000035 (FUNFAM); IPR013727 (PFAM); NF007664 (NCBIFAM); IPR003594 (PFAM); G3DSA:1.10.287.130 (GENE3D); IPR003661 (PFAM); IPR036890 (G3DSA:3.30.565.GENE3D); G3DSA:1.20.5.1040 (GENE3D); IPR050428 (PANTHER); IPR003660 (PROSITE_PROFILES); IPR005467 (PROSITE_PROFILES); IPR003661 (CDD); IPR036890 (SUPERFAMILY); IPR036097 (SUPERFAMILY)	P:GO:0000160; P:GO:0007165; F:GO:0000155; C:GO:0005886; C:GO:0016020	P:phosphorelay signal transduction system; P:signal transduction; F:phosphorelay sensor kinase activity; C:plasma membrane; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_10	20	low affinity potassium transporter Kup	1869	0.0	99.83	4	P:GO:0071805; F:GO:0015079; F:GO:0015293; C:GO:0005886	P:potassium ion transmembrane transport; F:potassium ion transmembrane transporter activity; F:symporter activity; C:plasma membrane			IPR053952 (PFAM); IPR003855 (NCBIFAM); IPR053951 (PFAM); NF008015 (NCBIFAM); IPR003855 (PANTHER); IPR023051 (HAMAP)	P:GO:0006813; P:GO:0071805; F:GO:0015079; C:GO:0016020	P:potassium ion transport; P:potassium ion transmembrane transport; F:potassium ion transmembrane transporter activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_11	20	ATPase RavA	1500	0.0	99.24	3	F:GO:0016887; F:GO:0042802; C:GO:0005829	F:ATP hydrolysis activity; F:identical protein binding; C:cytosol	EC:3.6.1; EC:3.6; EC:3; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; nucleoside-triphosphate phosphatase	IPR046898 (PFAM); IPR022547 (PFAM); IPR046932 (G3DSA:2.40.128.GENE3D); G3DSA:1.20.58.1510 (GENE3D); NF010054 (NCBIFAM); IPR041538 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR045427 (PFAM); IPR050513 (PANTHER); IPR023671 (HAMAP); cd00009 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0016887; C:GO:0005737	F:ATP hydrolysis activity; C:cytoplasm
true	[INTERPRO, BLASTED, ANNOTATED]	contig_1_RagTag_12	20	ATPase RavA stimulator ViaA	1479	0.0	99.65	4	P:GO:0032781; P:GO:0051345; C:GO:0005829; C:GO:0016020	P:positive regulation of ATP-dependent activity; P:positive regulation of hydrolase activity; C:cytosol; C:membrane			IPR036465 (G3DSA:3.40.50.GENE3D); NF008230 (NCBIFAM); IPR008912 (PFAM); PTHR36846 (PANTHER); IPR023481 (HAMAP); cd01462 (CDD); IPR036465 (SUPERFAMILY)	C:GO:0005829	C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_13	20	aspartate--ammonia ligase	993	6.22E-240	99.79	7	P:GO:0006974; P:GO:0070981; P:GO:0072330; F:GO:0004071; F:GO:0005524; F:GO:0042802; C:GO:0005829	P:DNA damage response; P:L-asparagine biosynthetic process; P:monocarboxylic acid biosynthetic process; F:aspartate-ammonia ligase activity; F:ATP binding; F:identical protein binding; C:cytosol	EC:6.3; EC:6.3.1; EC:6.3.1.1; EC:6	Forming carbon-nitrogen bonds; Forming carbon-nitrogen bonds; aspartate--ammonia ligase; Ligases	IPR004618 (NCBIFAM); IPR004618 (PIRSF); IPR045864 (G3DSA:3.30.930.GENE3D); IPR004618 (PFAM); IPR004618 (PANTHER); IPR006195 (PROSITE_PROFILES); IPR004618 (HAMAP); IPR045864 (SUPERFAMILY)	P:GO:0006529; F:GO:0004071; C:GO:0005737; C:GO:0005829	P:obsolete asparagine biosynthetic process; F:aspartate-ammonia ligase activity; C:cytoplasm; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_14	20	MULTISPECIES: transcriptional regulator AsnC	462	3.18E-102	99.44	12	P:GO:0010628; P:GO:0010629; P:GO:0043200; P:GO:0045892; P:GO:0045893; P:GO:1901698; P:GO:1901700; F:GO:0003700; F:GO:0016597; F:GO:0031406; F:GO:0043565; F:GO:1901363	P:positive regulation of gene expression; P:negative regulation of gene expression; P:response to amino acid; P:negative regulation of DNA-templated transcription; P:positive regulation of DNA-templated transcription; P:response to nitrogen compound; P:response to oxygen-containing compound; F:DNA-binding transcription factor activity; F:amino acid binding; F:carboxylic acid binding; F:sequence-specific DNA binding; F:heterocyclic compound binding			IPR000485 (PRINTS); G3DSA:3.30.70.920:FF:000002 (FUNFAM); NF008384 (NCBIFAM); PF13412 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); G3DSA:3.30.70.920 (GENE3D); IPR019887 (PFAM); IPR050684 (PANTHER); IPR000485 (PROSITE_PROFILES); IPR036390 (SUPERFAMILY); IPR011008 (SUPERFAMILY)	F:GO:0043565	F:sequence-specific DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_15	20	FMN-binding protein MioC	444	1.66E-101	99.76	5	P:GO:0051302; F:GO:0010181; F:GO:0016491; F:GO:0050660; C:GO:0005829	P:regulation of cell division; F:FMN binding; F:oxidoreductase activity; F:flavin adenine dinucleotide binding; C:cytosol	EC:1	Oxidoreductases	IPR001094 (PRINTS); IPR008254 (PFAM); NF006531 (NCBIFAM); IPR029039 (G3DSA:3.40.50.GENE3D); PIRSR000207-1 (PIRSR); PTHR19384 (PANTHER); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY)	F:GO:0010181; F:GO:0016491; F:GO:0050660; C:GO:0005829	F:FMN binding; F:oxidoreductase activity; F:flavin adenine dinucleotide binding; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_16	20	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	1890	0.0	99.81	5	P:GO:0002098; P:GO:0009411; P:GO:0030488; F:GO:0050660; C:GO:0005829	P:tRNA wobble uridine modification; P:response to UV; P:tRNA methylation; F:flavin adenine dinucleotide binding; C:cytosol			G3DSA:1.10.10.1800:FF:000001 (FUNFAM); G3DSA:1.10.150.570:FF:000001 (FUNFAM); G3DSA:3.50.50.60:FF:000010 (FUNFAM); G3DSA:3.50.50.60:FF:000002 (FUNFAM); IPR044920 (G3DSA:1.10.150.GENE3D); G3DSA:1.10.10.1800 (GENE3D); IPR040131 (PFAM); IPR026904 (PFAM); IPR004416 (NCBIFAM); IPR049312 (PFAM); IPR036188 (G3DSA:3.50.50.GENE3D); IPR002218 (PANTHER); PS50096 (PROSITE_PROFILES); IPR004416 (HAMAP); IPR036188 (SUPERFAMILY)	P:GO:0002098; P:GO:0008033; P:GO:0030488; F:GO:0050660; C:GO:0005829	P:tRNA wobble uridine modification; P:tRNA processing; P:tRNA methylation; F:flavin adenine dinucleotide binding; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_17	20	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	621	2.63E-145	99.81	3	P:GO:0070476; F:GO:0070043; C:GO:0005829	P:rRNA (guanine-N7)-methylation; F:rRNA (guanine-N7-)-methyltransferase activity; C:cytosol	EC:2.1; EC:2.1.1.170; EC:2; EC:2.1.1	Transferring one-carbon groups; 16S rRNA (guanine(527)-N(7))-methyltransferase; Transferases; Transferring one-carbon groups	G3DSA:3.40.50.150:FF:000032 (FUNFAM); IPR029063 (G3DSA:3.40.50.GENE3D); IPR003682 (PIRSF); IPR003682 (PFAM); IPR003682 (NCBIFAM); IPR003682 (PANTHER); IPR003682 (HAMAP); cd02440 (CDD); IPR029063 (SUPERFAMILY)	P:GO:0006364; F:GO:0008649; F:GO:0070043; C:GO:0005737; C:GO:0005829	P:rRNA processing; F:rRNA methyltransferase activity; F:rRNA (guanine-N7-)-methyltransferase activity; C:cytoplasm; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_18	20	F0F1 ATP synthase subunit I	384	2.71E-77	98.47	1	C:GO:0005886	C:plasma membrane			IPR005598 (PFAM); NF005962 (NCBIFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_19	20	MULTISPECIES: F0F1 ATP synthase subunit A	801	1.9E-186	99.66	12	P:GO:0006805; P:GO:0009168; P:GO:0015985; P:GO:0042777; F:GO:0016887; F:GO:0019829; F:GO:0044769; F:GO:0046933; C:GO:0005622; C:GO:0005886; C:GO:0033177; C:GO:0045259	P:xenobiotic metabolic process; P:purine ribonucleoside monophosphate biosynthetic process; P:energy coupled proton transport, down electrochemical gradient; P:proton motive force-driven plasma membrane ATP synthesis; F:ATP hydrolysis activity; F:ATPase-coupled monoatomic cation transmembrane transporter activity; F:ATPase activity, coupled to transmembrane movement of ions, rotational mechanism; F:proton-transporting ATP synthase activity, rotational mechanism; C:intracellular anatomical structure; C:plasma membrane; C:proton-transporting two-sector ATPase complex, proton-transporting domain; C:proton-transporting ATP synthase complex	EC:3.6.1; EC:3.6; EC:3; EC:6; EC:7; EC:7.2.2; EC:3.6.1.15	Acting on acid anhydrides; Acting on acid anhydrides; Hydrolases; Ligases; Translocases; Catalysing the translocation of inorganic cations; nucleoside-triphosphate phosphatase	G3DSA:1.20.120.220:FF:000002 (FUNFAM); IPR000568 (NCBIFAM); NF004477 (NCBIFAM); IPR035908 (G3DSA:1.20.120.GENE3D); IPR000568 (PFAM); IPR045082 (PANTHER); IPR000568 (HAMAP); cd00310 (CDD); IPR035908 (SUPERFAMILY)	P:GO:0015986; P:GO:0042777; F:GO:0015078; F:GO:0046933; C:GO:0005886; C:GO:0045259; C:GO:0045263	P:proton motive force-driven ATP synthesis; P:proton motive force-driven plasma membrane ATP synthesis; F:proton transmembrane transporter activity; F:proton-transporting ATP synthase activity, rotational mechanism; C:plasma membrane; C:proton-transporting ATP synthase complex; C:obsolete proton-transporting ATP synthase complex, coupling factor F(o)
