	Tags	SeqName	#Hits	Description	Length	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED]	contig_1_RagTag_1	20	hypothetical protein	351	1.91E-74	99.22						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_2	20	MULTISPECIES: hypothetical protein	207	1.85E-32	97.79						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_3	20	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	273	1.32E-53	98.17	3	P:GO:0043937; F:GO:0003677; F:GO:0042802	P:regulation of sporulation; F:DNA binding; F:identical protein binding			IPR007159 (NCBIFAM); G3DSA:2.10.260.10 (GENE3D); IPR040678 (PFAM); IPR007159 (PFAM); IPR052731 (PANTHER); IPR007159 (PROSITE_PROFILES); IPR037914 (SUPERFAMILY)	F:GO:0003677	F:DNA binding
true	[INTERPRO, BLASTED]	contig_1_RagTag_4	20	hypothetical protein	423	5.05E-95	92.07						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_5	20	STAS domain-containing protein	846	2.36E-183	97.44						IPR036513 (G3DSA:3.30.750.GENE3D); IPR002645 (PFAM); IPR051932 (PANTHER); IPR002645 (PROSITE_PROFILES); cd07041 (CDD); IPR036513 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	contig_1_RagTag_6	20	hypothetical protein	471	9.39E-101	98.49						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_7	20	hypothetical protein	315	2.18E-72	97.19						IPR048474 (G3DSA:3.30.2210.GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	contig_1_RagTag_8	20	hypothetical protein	183	3.99E-37	72.51	5	P:GO:0006313; P:GO:0015074; F:GO:0003676; F:GO:0003677; F:GO:0004803	P:DNA transposition; P:DNA integration; F:nucleic acid binding; F:DNA binding; F:transposase activity			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	contig_1_RagTag_9	20	hypothetical protein	1662	0.0	87.95						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	contig_1_RagTag_10	20	hypothetical protein	198	1.62E-36	84.29	1	C:GO:0005886	C:plasma membrane			no IPS match	no IPS match	no IPS match
